RECTIME,RANGVX,RANGX
18.47,-0.9765,-175.7043
18.48,-0.8545,-175.7263
18.49,-0.4272,-175.7483
18.5,0.3052,-175.7592
18.51,0.8545,-175.7592
18.52,1.2207,-175.7592
18.53,1.4038,-175.7537
18.54,1.5259,-175.7483
18.55,1.648,-175.7428
18.56,1.8311,-175.7428
18.57,2.3804,-175.7428
18.58,3.2349,-175.7373
18.59,4.0284,-175.7208
18.6,4.8828,-175.6823
18.61,5.7373,-175.6384
18.62,6.7749,-175.5725
18.63,7.5074,-175.4956
18.64,7.7515,-175.4077
18.65,7.9346,-175.3198
18.66,7.9346,-175.2264
18.67,7.5074,-175.133
18.68,7.0801,-175.0341
18.69,7.3242,-174.9353
18.7,7.3853,-174.8309
18.71,7.0191,-174.721
18.72,6.4698,-174.6112
18.73,5.7984,-174.5068
18.74,5.127,-174.4079
18.75,4.4556,-174.3255
18.76,3.7842,-174.2486
18.77,3.2959,-174.1937
18.78,3.1739,-174.1388
18.79,3.357,-174.0893
18.8,3.7232,-174.0344
18.81,4.1504,-173.974
18.82,4.3946,-173.9135
18.83,4.3946,-173.8421
18.84,4.2115,-173.7652
18.85,3.7842,-173.6883
18.86,2.8687,-173.6114
18.87,1.709,-173.5455
18.88,0.3662,-173.4961
18.89,-0.4883,-173.4686
18.9,-1.2817,-173.4576
18.91,-2.0752,-173.4686
18.92,-2.5634,-173.4906
18.93,-2.5634,-173.518
18.94,-2.2583,-173.5455
18.95,-1.4648,-173.5675
18.96,-0.6714,-173.5839
18.97,0.4273,-173.5839
18.98,1.709,-173.573
18.99,2.4414,-173.551
19,3.0518,-173.518
19.01,3.6011,-173.4741
19.02,3.7842,-173.4246
19.03,3.7232,-173.3697
19.04,3.6011,-173.3203
19.05,3.357,-173.2708
19.06,3.2349,-173.2214
19.07,2.9297,-173.1665
19.08,2.4414,-173.1225
19.09,2.0752,-173.0786
19.1,1.648,-173.0456
19.11,1.5259,-173.0127
19.12,1.4649,-172.9852
19.13,1.5259,-172.9632
19.14,1.9532,-172.9303
19.15,2.6856,-172.9028
19.16,3.2959,-172.8588
19.17,3.479,-172.8149
19.18,3.7842,-172.771
19.19,3.9063,-172.7215
19.2,3.357,-172.6721
19.21,2.8687,-172.6281
19.22,2.3194,-172.5842
19.23,1.9532,-172.5457
19.24,1.4038,-172.5073
19.25,0.7935,-172.4798
19.26,0.4273,-172.4524
19.27,0.3052,-172.4359
19.28,0.3052,-172.4249
19.29,0.3662,-172.4249
19.3,1.0376,-172.4249
19.31,2.0752,-172.4249
19.32,3.1739,-172.4139
19.33,4.5166,-172.3919
19.34,6.2256,-172.3535
19.35,7.9346,-172.2931
19.36,9.3384,-172.2052
19.37,10.4981,-172.1008
19.38,11.5357,-171.9799
19.39,12.146,-171.8426
19.4,12.2071,-171.6943
19.41,11.8409,-171.546
19.42,11.1695,-171.4032
19.43,10.376,-171.2658
19.44,9.5215,-171.134
19.45,9.0943,-171.0131
19.46,8.7891,-170.8868
19.47,8.0567,-170.7605
19.48,7.0191,-170.6286
19.49,5.8594,-170.5078
19.5,4.5777,-170.3924
19.51,2.5635,-170.2935
19.52,0.2442,-170.2111
19.53,-2.1362,-170.1617
19.54,-4.2114,-170.1397
19.55,-6.2256,-170.1397
19.56,-8.1787,-170.1672
19.57,-9.5215,-170.2276
19.58,-10.6201,-170.31
19.59,-10.6201,-170.4144
19.6,-11.2915,-170.5188
19.61,-11.6577,-170.6396
19.62,-11.4135,-170.7714
19.63,-10.6201,-170.9033
19.64,-9.3994,-171.0406
19.65,-8.1176,-171.1724
19.66,-6.5307,-171.2878
19.67,-4.9438,-171.3867
19.68,-3.6621,-171.4581
19.69,-2.5634,-171.5185
19.7,-1.709,-171.557
19.71,-1.3427,-171.5899
19.72,-1.3427,-171.6119
19.73,-1.3427,-171.6394
19.74,-1.4038,-171.6613
19.75,-1.3427,-171.6833
19.76,-0.8545,-171.6998
19.77,-0.1831,-171.7108
19.78,0.6104,-171.7108
19.79,1.3428,-171.6998
19.8,2.0142,-171.6778
19.81,2.8076,-171.6504
19.82,3.6011,-171.6174
19.83,4.1504,-171.5789
19.84,4.3946,-171.5295
19.85,4.6387,-171.4801
19.86,4.8218,-171.4251
19.87,4.9439,-171.3647
19.88,4.6997,-171.2988
19.89,4.4556,-171.2384
19.9,4.0894,-171.1779
19.91,3.6621,-171.1285
19.92,3.5401,-171.0791
19.93,3.1128,-171.0296
19.94,2.6245,-170.9802
19.95,2.0752,-170.9417
19.96,1.5259,-170.9088
19.97,1.0376,-170.8868
19.98,0.4273,-170.8648
19.99,0.0611,-170.8538
20,-0.2441,-170.8374
20.01,-0.3662,-170.8264
20.02,-0.6714,-170.8154
20.03,-1.2207,-170.8044
20.04,-1.77,-170.7989
20.05,-2.5024,-170.8044
20.06,-3.1128,-170.8264
20.07,-3.479,-170.8538
20.08,-3.479,-170.8923
20.09,-3.1128,-170.9307
20.1,-2.3803,-170.9692
20.11,-1.5258,-171.0022
20.12,-0.5493,-171.0296
20.13,0.5493,-171.0516
20.14,1.4649,-171.0516
20.15,2.0142,-171.0461
20.16,2.3194,-171.0351
20.17,2.4414,-171.0186
20.18,2.1973,-170.9967
20.19,1.8921,-170.9802
20.2,1.648,-170.9637
20.21,1.3428,-170.9472
20.22,1.2207,-170.9362
20.23,1.2207,-170.9253
20.24,1.2207,-170.9143
20.25,1.3428,-170.8978
20.26,1.5869,-170.8868
20.27,1.77,-170.8703
20.28,2.1363,-170.8538
20.29,2.5025,-170.8429
20.3,2.8076,-170.8264
20.31,2.7466,-170.8044
20.32,2.8076,-170.7879
20.33,2.8076,-170.7769
20.34,3.1128,-170.755
20.35,3.7842,-170.733
20.36,4.5166,-170.6945
20.37,5.4322,-170.6451
20.38,6.2256,-170.5792
20.39,6.5918,-170.4968
20.4,6.5918,-170.4144
20.41,6.1646,-170.321
20.42,5.3711,-170.2276
20.43,4.1504,-170.1452
20.44,2.5025,-170.0738
20.45,0.7325,-170.0134
20.46,-0.9155,-169.9859
20.47,-2.4414,-169.9749
20.48,-3.601,-169.9859
20.49,-4.2724,-170.0134
20.5,-4.6386,-170.0573
20.51,-4.7607,-170.1123
20.52,-4.3335,-170.1782
20.53,-3.3569,-170.2496
20.54,-2.1972,-170.3155
20.55,-0.7934,-170.3704
20.56,0.6104,-170.4034
20.57,1.9532,-170.4254
20.58,2.9297,-170.4309
20.59,3.5401,-170.4254
20.6,4.0284,-170.4089
20.61,4.3946,-170.3869
20.62,4.6997,-170.365
20.63,5.3101,-170.332
20.64,5.8594,-170.288
20.65,6.1035,-170.2386
20.66,6.2256,-170.1837
20.67,6.2867,-170.1342
20.68,6.0425,-170.0903
20.69,5.6763,-170.0518
20.7,5.7373,-170.0244
20.71,5.6763,-169.9914
20.72,5.6153,-169.9585
20.73,5.4322,-169.9255
20.74,5.127,-169.898
20.75,4.3335,-169.8706
20.76,3.479,-169.8486
20.77,3.2349,-169.8431
20.78,3.357,-169.8266
20.79,3.7232,-169.8046
20.8,4.5777,-169.7772
20.81,5.3711,-169.7387
20.82,5.9204,-169.6948
20.83,6.2867,-169.6399
20.84,6.2867,-169.5794
20.85,5.6763,-169.53
20.86,5.0049,-169.486
20.87,4.3335,-169.4696
20.88,3.7842,-169.4696
20.89,3.2959,-169.4696
20.9,3.2349,-169.486
20.91,2.9297,-169.508
20.92,2.4414,-169.5465
20.93,2.3804,-169.6069
20.94,2.7466,-169.6838
20.95,3.8452,-169.7717
20.96,5.6153,-169.8596
20.97,8.2398,-169.942
20.98,11.7798,-170.0079
20.99,15.9302,-170.0409
21,20.4468,-170.0299
21.01,25.0855,-169.9585
21.02,29.8462,-169.8321
21.03,34.1797,-169.6453
21.04,38.208,-169.3982
21.05,41.5039,-169.1015
21.06,44.3726,-168.75
21.07,46.814,-168.3599
21.08,49.2554,-167.9315
21.09,51.0865,-167.4701
21.1,52.1241,-166.9867
21.11,53.0396,-166.4868
21.12,53.8941,-165.9759
21.13,54.8706,-165.4596
21.14,55.7862,-164.9212
21.15,56.4575,-164.3719
21.16,57.4951,-163.8061
21.17,58.7159,-163.2293
21.18,59.8145,-162.6361
21.19,60.8521,-162.0318
21.2,62.0117,-161.4111
21.21,62.6221,-160.7794
21.22,62.6831,-160.1312
21.23,62.8662,-159.4775
21.24,62.1338,-158.8238
21.25,59.9366,-158.1701
21.26,57.6172,-157.5549
21.27,56.3965,-156.9781
21.28,55.542,-156.4233
21.29,54.6875,-155.8795
21.3,53.2837,-155.3411
21.31,51.6358,-154.8138
21.32,51.0254,-154.3084
21.33,51.0254,-153.8086
21.34,51.0254,-153.3032
21.35,51.6358,-152.7868
21.36,52.7344,-152.2485
21.37,53.772,-151.6882
21.38,54.3213,-151.1059
21.39,54.8706,-150.5181
21.4,54.9927,-149.9304
21.41,55.1148,-149.3481
21.42,55.2368,-148.7768
21.43,55.2368,-148.2055
21.44,55.1758,-147.6397
21.45,54.8096,-147.0739
21.46,53.8941,-146.5136
21.47,52.6123,-145.9588
21.48,52.2461,-145.4205
21.49,52.2461,-144.8877
21.5,51.8799,-144.3493
21.51,51.3306,-143.8055
21.52,50.5982,-143.2672
21.53,50.232,-142.7398
21.54,50.4761,-142.229
21.55,51.2085,-141.7071
21.56,52.1241,-141.1853
21.57,53.5889,-140.6524
21.58,55.2368,-140.1141
21.59,56.8848,-139.5593
21.6,58.2886,-138.9935
21.61,59.6314,-138.4057
21.62,60.9131,-137.807
21.63,61.5845,-137.1862
21.64,62.0117,-136.56
21.65,62.5,-135.9338
21.66,62.378,-135.2966
21.67,62.0728,-134.6594
21.68,61.7676,-134.0277
21.69,61.3404,-133.3905
21.7,60.6079,-132.7533
21.71,59.2652,-132.116
21.72,57.0069,-131.4898
21.73,54.1992,-130.8856
21.74,52.1241,-130.3253
21.75,51.2085,-129.7924
21.76,51.4527,-129.2761
21.77,52.3072,-128.7652
21.78,53.3448,-128.2379
21.79,53.833,-127.705
21.8,53.772,-127.1667
21.81,53.2837,-126.6339
21.82,52.9175,-126.1175
21.83,53.5889,-125.6066
21.84,55.6641,-125.0848
21.85,58.1055,-124.53
21.86,60.2417,-123.9367
21.87,61.7066,-123.305
21.88,61.8286,-122.6568
21.89,60.73,-121.9976
21.9,58.6548,-121.3494
21.91,56.3355,-120.7287
21.92,55.1758,-120.1464
21.93,55.1758,-119.5861
21.94,56.5186,-119.0368
21.95,59.021,-118.471
21.96,61.7066,-117.8723
21.97,64.0869,-117.2406
21.98,65.7959,-116.5704
21.99,66.5894,-115.8783
22,66.6504,-115.1696
22.01,66.7115,-114.4665
22.02,67.1387,-113.7744
22.03,68.3594,-113.0877
22.04,70.1905,-112.3956
22.05,72.6319,-111.676
22.06,75.4395,-110.9179
22.07,78.1861,-110.1214
22.08,80.0171,-109.2755
22.09,80.0171,-108.4021
22.1,80.3223,-107.5396
22.11,79.9561,-106.6717
22.12,79.5899,-105.8258
22.13,79.9561,-104.9963
22.14,81.482,-104.1723
22.15,83.0689,-103.3264
22.16,84.1675,-102.453
22.17,85.3882,-101.5741
22.18,85.3882,-100.6787
22.19,84.8999,-99.7998
22.2,84.2896,-98.9264
22.21,83.4351,-98.0584
22.22,83.252,-97.185
22.23,83.4351,-96.3061
22.24,85.2051,-95.4327
22.25,87.0362,-94.5208
22.26,88.3789,-93.587
22.27,90.3321,-92.6641
22.28,92.1021,-91.7248
22.29,91.5528,-90.7415
22.3,89.3555,-89.7583
22.31,87.4024,-88.7915
22.32,86.4258,-87.8576
22.33,87.7686,-86.9513
22.34,89.4776,-86.0394
22.35,91.6748,-85.122
22.36,91.1255,-84.1497
22.37,87.2803,-83.161
22.38,83.1299,-82.2161
22.39,79.3457,-81.3153
22.4,78.3081,-80.4968
22.41,81.7261,-79.7387
22.42,84.4117,-78.9148
22.43,84.5948,-78.0194
22.44,83.0078,-77.113
22.45,79.4068,-76.2121
22.46,75.3784,-75.3552
22.47,74.0967,-74.6026
22.48,76.5381,-73.9215
22.49,79.4068,-73.1909
22.5,80.8716,-72.3944
22.51,80.3833,-71.5539
22.52,77.5147,-70.697
22.53,72.937,-69.851
22.54,69.2139,-69.0765
22.55,68.7867,-68.3899
22.56,71.5332,-67.7581
22.57,75.6226,-67.0935
22.58,77.8809,-66.3464
22.59,78.125,-65.5444
22.6,75.8667,-64.7149
22.61,70.9229,-63.8855
22.62,65.4297,-63.0944
22.63,62.0728,-62.4023
22.64,63.4156,-61.8145
22.65,67.8711,-61.2158
22.66,71.7163,-60.5236
22.67,73.9746,-59.7546
22.68,73.6695,-58.9636
22.69,70.1294,-58.1726
22.7,64.6973,-57.4255
22.71,60.2417,-56.7828
22.72,60.3638,-56.2609
22.73,60.6079,-55.7061
22.74,59.3872,-55.0305
22.75,59.0821,-54.4372
22.76,61.5235,-53.9099
22.77,58.6548,-53.2782
22.78,54.1382,-52.63
22.79,50.7813,-52.0422
22.8,50.4151,-51.5643
22.81,52.5513,-51.1358
22.82,54.7486,-50.6799
22.83,56.0913,-50.202
22.84,55.0537,-49.6966
22.85,51.5747,-49.1912
22.86,46.6309,-48.7133
22.87,41.2598,-48.2684
22.88,36.5601,-47.8619
22.89,33.6304,-47.4939
22.9,33.5694,-47.1917
22.91,35.4004,-46.9226
22.92,37.2315,-46.6314
22.93,38.0249,-46.3128
22.94,37.5977,-45.9723
22.95,35.8887,-45.6317
22.96,33.5083,-45.2911
22.97,31.0669,-44.9615
22.98,29.2359,-44.6539
22.99,28.2593,-44.3573
23,28.2593,-44.0826
23.01,28.6255,-43.8025
23.02,28.6866,-43.5113
23.03,28.6255,-43.2092
23.04,28.4424,-42.9016
23.05,28.5034,-42.5885
23.06,28.5645,-42.2699
23.07,28.5645,-41.9348
23.08,28.0152,-41.5942
23.09,26.9776,-41.2481
23.1,26.1231,-40.913
23.11,25.5738,-40.5944
23.12,25.4517,-40.2813
23.13,25.7569,-39.9792
23.14,26.7945,-39.6881
23.15,28.1983,-39.3969
23.16,29.6021,-39.1058
23.17,30.5786,-38.8147
23.18,31.0669,-38.5125
23.19,30.9449,-38.2049
23.2,30.7007,-37.9083
23.21,30.7007,-37.6226
23.22,30.7617,-37.337
23.23,30.8838,-37.0459
23.24,30.7007,-36.7657
23.25,30.2735,-36.4856
23.26,29.6631,-36.2109
23.27,29.0528,-35.9362
23.28,28.8697,-35.6726
23.29,29.1748,-35.4089
23.3,30.2735,-35.1452
23.31,32.0435,-34.8761
23.32,33.8745,-34.5959
23.33,35.3394,-34.2993
23.34,36.1939,-33.9862
23.35,36.9263,-33.6511
23.36,37.9639,-33.3105
23.37,39.3067,-32.9535
23.38,41.0157,-32.5909
23.39,42.6026,-32.2064
23.4,44.0064,-31.8054
23.41,44.7388,-31.3934
23.42,44.6778,-30.9704
23.43,43.6402,-30.5474
23.44,42.3584,-30.1245
23.45,41.0767,-29.718
23.46,39.856,-29.3335
23.47,39.1236,-28.9654
23.48,38.4522,-28.6029
23.49,37.4756,-28.2458
23.5,36.2549,-27.8888
23.51,34.9121,-27.5372
23.52,33.4473,-27.1966
23.53,32.2266,-26.867
23.54,31.6773,-26.5429
23.55,31.7383,-26.2353
23.56,32.2266,-25.9277
23.57,32.898,-25.6091
23.58,33.2032,-25.2795
23.59,33.1421,-24.9389
23.6,32.7149,-24.5983
23.61,31.9214,-24.2523
23.62,31.128,-23.9227
23.63,30.7007,-23.5931
23.64,30.7007,-23.2745
23.65,30.9449,-22.9504
23.66,31.3721,-22.6263
23.67,32.0435,-22.2912
23.68,32.959,-21.9561
23.69,33.9356,-21.6156
23.7,35.0342,-21.264
23.71,35.9497,-20.9069
23.72,36.5601,-20.5444
23.73,36.8653,-20.1764
23.74,36.6822,-19.8138
23.75,36.2549,-19.4513
23.76,35.6446,-19.0887
23.77,34.8511,-18.7316
23.78,33.8135,-18.3911
23.79,32.8369,-18.0505
23.8,32.0435,-17.7264
23.81,31.5552,-17.4133
23.82,31.4942,-17.1002
23.83,31.9214,-16.7926
23.84,32.8369,-16.4795
23.85,34.0576,-16.1499
23.86,35.0952,-15.8093
23.87,35.7666,-15.4632
23.88,36.0108,-15.1171
23.89,35.8887,-14.7656
23.9,35.8277,-14.4195
23.91,35.9497,-14.0789
23.92,36.4991,-13.7439
23.93,37.2925,-13.4088
23.94,37.2925,-13.0572
23.95,36.3159,-12.6947
23.96,34.2408,-12.3376
23.97,32.7149,-12.0135
23.98,31.6162,-11.7059
23.99,31.0669,-11.4148
24,30.9449,-11.1346
24.01,30.7007,-10.8545
24.02,30.4566,-10.5743
24.03,29.9683,-10.2996
24.04,28.8697,-10.025
24.05,27.3438,-9.7613
24.06,25.7569,-9.5141
24.07,24.1089,-9.2834
24.08,22.8272,-9.0747
24.09,21.6065,-8.8769
24.1,20.4468,-8.6901
24.11,19.4092,-8.5144
24.12,18.0054,-8.3496
24.13,16.4795,-8.1903
24.14,14.7095,-8.0365
24.15,13.4888,-7.8991
24.16,12.7564,-7.7783
24.17,12.5122,-7.6629
24.18,13.1226,-7.5531
24.19,13.916,-7.4322
24.2,14.8316,-7.3059
24.21,15.6861,-7.1685
24.22,16.1743,-7.0202
24.23,16.2964,-6.8609
24.24,16.3575,-6.7016
24.25,16.2964,-6.5423
24.26,16.3575,-6.3885
24.27,16.5406,-6.2402
24.28,16.3575,-6.0919
24.29,15.564,-5.9491
24.3,14.0381,-5.8117
24.31,12.024,-5.6909
24.32,9.7657,-5.5865
24.33,7.8736,-5.5041
24.34,6.7139,-5.4437
24.35,6.0425,-5.3942
24.36,5.7373,-5.3503
24.37,5.2491,-5.3064
24.38,4.5777,-5.2624
24.39,3.9673,-5.224
24.4,3.6011,-5.1855
24.41,3.6011,-5.1635
24.42,4.0894,-5.1416
24.43,4.8828,-5.1196
24.44,5.7984,-5.0921
24.45,6.5308,-5.0592
24.46,7.0191,-5.0207
24.47,6.958,-4.9713
24.48,5.9815,-4.9108
24.49,4.6387,-4.8614
24.5,3.1128,-4.8175
24.51,1.77,-4.7845
24.52,0.7325,-4.7625
24.53,0.0611,-4.7461
24.54,-0.2441,-4.7351
24.55,-0.1831,-4.7296
24.56,0.0611,-4.7131
24.57,0.4273,-4.6966
24.58,0.9766,-4.6746
24.59,0.9766,-4.6362
24.6,1.648,-4.6032
24.61,2.6245,-4.5703
24.62,3.6011,-4.5263
24.63,4.4556,-4.4659
24.64,5.2491,-4.3945
24.65,5.9815,-4.3231
24.66,6.7139,-4.2462
24.67,7.3242,-4.1638
24.68,7.9956,-4.0814
24.69,8.606,-3.9935
24.7,9.0943,-3.9001
24.71,9.3994,-3.7957
24.72,9.3384,-3.6969
24.73,9.1553,-3.5925
24.74,8.7281,-3.4881
24.75,8.1787,-3.3947
24.76,6.958,-3.3068
24.77,5.188,-3.2409
24.78,3.0518,-3.197
24.79,1.2818,-3.1805
24.8,0.0611,-3.1805
24.81,-0.5493,-3.197
24.82,-0.4272,-3.208
24.83,0,-3.2135
24.84,0.6714,-3.197
24.85,1.2818,-3.175
24.86,1.77,-3.1475
24.87,2.0752,-3.1091
24.88,2.4414,-3.0706
24.89,2.8687,-3.0267
24.9,3.1739,-2.9827
24.91,3.6011,-2.9388
24.92,3.8452,-2.8894
24.93,3.9673,-2.8399
24.94,3.9673,-2.7905
24.95,3.9673,-2.741
24.96,3.8452,-2.6971
24.97,3.7842,-2.6587
24.98,3.6011,-2.6202
24.99,3.1739,-2.5872
25,2.5025,-2.5543
25.01,1.8311,-2.5323
25.02,1.1597,-2.5158
25.03,0.3052,-2.4993
25.04,-0.6103,-2.4939
25.05,-1.4648,-2.4993
25.06,-2.0752,-2.5103
25.07,-2.6245,-2.5268
25.08,-2.8686,-2.5488
25.09,-2.5634,-2.5708
25.1,-2.0752,-2.5872
25.11,-1.5258,-2.6037
25.12,-0.7324,-2.6092
25.13,0,-2.6147
25.14,0.6104,-2.6092
25.15,0.9766,-2.5927
25.16,1.1597,-2.5817
25.17,1.1597,-2.5653
25.18,0.9766,-2.5488
25.19,0.4883,-2.5323
25.2,0.1831,-2.5158
25.21,0.0611,-2.5103
25.22,0.1221,-2.5103
25.23,0.1831,-2.5048
25.24,0.1831,-2.4993
25.25,0.2442,-2.4939
25.26,0.4273,-2.4829
25.27,0.6714,-2.4774
25.28,0.8545,-2.4664
25.29,0.6714,-2.4499
25.3,0.1831,-2.4389
25.31,0,-2.4334
25.32,0.1831,-2.4279
25.33,0.6104,-2.4279
25.34,0.8545,-2.417
25.35,0.9766,-2.406
25.36,1.1597,-2.384
25.37,2.3194,-2.373
25.38,4.0284,-2.351
25.39,5.6763,-2.3126
25.4,6.836,-2.2522
25.41,7.4463,-2.1753
25.42,7.7515,-2.0983
25.43,7.5684,-2.0105
25.44,6.897,-1.9281
25.45,5.8594,-1.8457
25.46,4.5777,-1.7797
25.47,3.2349,-1.7193
25.48,1.8311,-1.6754
25.49,0.6714,-1.6479
25.5,-0.1831,-1.6369
25.51,-0.6103,-1.6369
25.52,-0.7934,-1.6479
25.53,-0.5493,-1.6589
25.54,-0.1831,-1.6699
25.55,0.3052,-1.6809
25.56,0.7325,-1.6864
25.57,1.0376,-1.6864
25.58,1.0376,-1.6809
25.59,0.7325,-1.6754
25.6,0.3052,-1.6699
25.61,-0.122,-1.6699
25.62,-0.4272,-1.6754
25.63,-0.6714,-1.6809
25.64,-0.7934,-1.6973
25.65,-0.9765,-1.7028
25.66,-1.1596,-1.7138
25.67,-1.0376,-1.7193
25.68,-0.6714,-1.7248
25.69,-0.1831,-1.7303
25.7,0.2442,-1.7303
25.71,0.4883,-1.7248
25.72,0.4883,-1.7138
25.73,0.1831,-1.7028
25.74,-0.3051,-1.6919
25.75,-0.6103,-1.6919
25.76,-0.4272,-1.6919
25.77,-0.061,-1.6919
25.78,0.2442,-1.6809
25.79,0.4883,-1.6754
25.8,0.7935,-1.6589
25.81,1.1597,-1.6479
25.82,1.4038,-1.6259
25.83,1.5259,-1.604
25.84,2.0142,-1.5875
25.85,2.5635,-1.5655
25.86,2.9297,-1.538
25.87,3.1128,-1.5051
25.88,3.418,-1.4721
25.89,3.6621,-1.4392
25.9,3.8452,-1.4062
25.91,3.9063,-1.3733
25.92,3.6621,-1.3348
25.93,3.2959,-1.3018
25.94,3.1739,-1.2689
25.95,3.1739,-1.2414
25.96,3.1128,-1.2139
25.97,2.9908,-1.1865
25.98,2.8076,-1.159
25.99,2.6856,-1.137
26,2.5635,-1.1206
26.01,2.3194,-1.1041
26.02,2.0142,-1.0876
26.03,1.648,-1.0766
26.04,1.2207,-1.0656
26.05,0.9766,-1.0546
26.06,0.7935,-1.0492
26.07,0.6714,-1.0437
26.08,0.6104,-1.0382
26.09,0.4273,-1.0382
26.1,0.2442,-1.0382
26.11,0.0611,-1.0382
26.12,0,-1.0382
26.13,-0.2441,-1.0382
26.14,-0.4272,-1.0382
26.15,-0.6714,-1.0437
26.16,-0.7324,-1.0492
26.17,-0.6103,-1.0546
26.18,-0.3662,-1.0656
26.19,-0.1831,-1.0766
26.2,-0.1831,-1.0821
26.21,-0.3051,-1.0876
26.22,-0.4883,-1.0931
26.23,-0.6103,-1.0986
26.24,-0.7934,-1.0986
26.25,-0.9155,-1.1041
26.26,-0.9155,-1.1041
26.27,-0.8545,-1.1041
26.28,-0.7324,-1.1041
26.29,-0.2441,-1.1041
26.3,0.1831,-1.0931
26.31,0.6104,-1.0821
26.32,1.0376,-1.0656
26.33,1.2207,-1.0492
26.34,1.2207,-1.0327
26.35,0.9766,-1.0107
26.36,0.7325,-0.9997
26.37,0.3662,-0.9832
26.38,0,-0.9668
26.39,-0.061,-0.9558
26.4,0.3052,-0.9448
26.41,0.7935,-0.9338
26.42,1.4649,-0.9173
26.43,2.0142,-0.8953
26.44,2.3194,-0.8679
26.45,2.6856,-0.8459
26.46,2.9297,-0.8184
26.47,3.1128,-0.7855
26.48,3.1128,-0.758
26.49,3.1128,-0.7306
26.5,3.1128,-0.7086
26.51,2.9908,-0.6811
26.52,2.9297,-0.6591
26.53,2.7466,-0.6427
26.54,2.5025,-0.6207
26.55,2.1973,-0.6042
26.56,1.8311,-0.5877
26.57,1.5869,-0.5767
26.58,1.3428,-0.5712
26.59,1.0376,-0.5603
26.6,0.9156,-0.5548
26.61,0.7325,-0.5493
26.62,0.6104,-0.5438
26.63,0.5493,-0.5383
26.64,0.3662,-0.5383
26.65,0.1831,-0.5383
26.66,0.1221,-0.5383
26.67,0.1831,-0.5383
26.68,0.1831,-0.5328
26.69,0.1221,-0.5273
26.7,0.0611,-0.5163
26.71,0.1221,-0.5053
26.72,0.2442,-0.4998
26.73,0.5493,-0.4943
26.74,0.5493,-0.4889
26.75,0.1831,-0.4834
26.76,-0.1831,-0.4834
26.77,-0.4272,-0.4834
26.78,-0.4883,-0.4943
26.79,-0.2441,-0.5053
26.8,-0.2441,-0.5108
26.81,-0.2441,-0.5163
26.82,-0.2441,-0.5163
26.83,-0.3051,-0.5163
26.84,-0.122,-0.5163
26.85,0.1831,-0.5163
26.86,0.3662,-0.5163
26.87,0.5493,-0.5163
26.88,0.4883,-0.5218
26.89,0.1221,-0.5273
26.9,-0.2441,-0.5383
26.91,-0.6714,-0.5548
26.92,-1.0986,-0.5822
26.93,-1.3427,-0.6042
26.94,-1.3427,-0.6317
26.95,-1.2817,-0.6536
26.96,-1.2817,-0.6811
26.97,-1.3427,-0.7031
26.98,-1.5258,-0.736
26.99,-2.0141,-0.769
27,-2.8686,-0.802
27.01,-3.7842,-0.8569
27.02,-4.9438,-0.9228
27.03,-6.4087,-1.0107
27.04,-8.6059,-1.1206
27.05,-11.2915,-1.2579
27.06,-14.3432,-1.4227
27.07,-17.9443,-1.615
27.08,-22.3388,-1.8512
27.09,-27.4048,-2.1313
27.1,-33.3252,-2.4664
27.11,-39.8559,-2.8564
27.12,-46.3867,-3.3178
27.13,-52.4292,-3.8452
27.14,-52.4292,-4.4439
27.15,-57.5561,-5.0372
27.16,-61.3403,-5.6854
27.17,-63.5986,-6.3665
27.18,-64.0869,-7.0587
27.19,-63.1714,-7.7453
27.2,-61.2182,-8.41
27.21,-58.4717,-9.0527
27.22,-55.664,-9.6569
27.23,-53.4057,-10.2227
27.24,-51.9409,-10.7611
27.25,-51.2695,-11.2774
27.26,-51.0864,-11.7828
27.27,-51.0254,-12.2882
27.28,-50.6592,-12.788
27.29,-50.0488,-13.2989
27.3,-49.4384,-13.8043
27.31,-49.2553,-14.3042
27.32,-49.5605,-14.7985
27.33,-50.5371,-15.3039
27.34,-52.124,-15.8093
27.35,-53.7719,-16.3256
27.36,-55.2978,-16.864
27.37,-56.3965,-17.4078
27.38,-56.7627,-17.9736
27.39,-56.8237,-18.5394
27.4,-56.7627,-19.1162
27.41,-56.8237,-19.6984
27.42,-57.0068,-20.2862
27.43,-57.6172,-20.863
27.44,-59.143,-21.4398
27.45,-61.0962,-22.0221
27.46,-62.8662,-22.6263
27.47,-64.1479,-23.2525
27.48,-64.6362,-23.9062
27.49,-63.7817,-24.5654
27.5,-61.5234,-25.2301
27.51,-59.4482,-25.8618
27.52,-57.7392,-26.4605
27.53,-56.4575,-27.0318
27.54,-55.8471,-27.5756
27.55,-55.7251,-28.103
27.56,-55.664,-28.6248
27.57,-55.1758,-29.1467
27.58,-54.0771,-29.674
27.59,-52.3071,-30.2124
27.6,-50.0488,-30.7397
27.61,-47.9126,-31.2561
27.62,-46.2646,-31.7669
27.63,-45.4101,-32.2668
27.64,-45.7153,-32.7502
27.65,-46.6308,-33.2336
27.66,-47.4243,-33.717
27.67,-47.6074,-34.2059
27.68,-47.1801,-34.7003
27.69,-46.3867,-35.1892
27.7,-45.9594,-35.6616
27.71,-46.2036,-36.1285
27.72,-46.936,-36.6009
27.73,-48.0346,-37.0898
27.74,-49.4995,-37.5952
27.75,-50.6592,-38.1225
27.76,-51.6967,-38.6663
